Time_s   F0_Hz
4.732763   193.610562
4.740658   194.668386
4.748553   196.206515
4.756447   198.372959
4.764342   200.670249
4.772237   203.554816
4.780132   207.625922
4.788026   214.881754
4.795921   224.764833
4.803816   231.400742
4.811711   229.821236
4.819605   226.990884
4.827500   --undefined--
4.835395   --undefined--
4.843289   --undefined--
4.851184   --undefined--
4.859079   --undefined--
4.866974   --undefined--
4.874868   --undefined--
4.882763   --undefined--
4.890658   --undefined--
4.898553   --undefined--
4.906447   --undefined--
4.914342   --undefined--
4.922237   --undefined--
4.930132   --undefined--
4.938026   --undefined--
4.945921   --undefined--
4.953816   --undefined--
4.961711   --undefined--
4.969605   --undefined--
4.977500   --undefined--
4.985395   --undefined--
4.993289   --undefined--
5.001184   --undefined--
5.009079   --undefined--
5.016974   --undefined--
5.024868   --undefined--
5.032763   --undefined--
5.040658   --undefined--
5.048553   --undefined--
5.056447   --undefined--
5.064342   --undefined--
5.072237   --undefined--
5.080132   --undefined--
5.088026   --undefined--
5.095921   --undefined--
5.103816   --undefined--
5.111711   --undefined--
5.119605   --undefined--
5.127500   272.914009
5.135395   256.101991
5.143289   248.424010
5.151184   247.125674
5.159079   246.872569
5.166974   246.030783
5.174868   246.039575
5.182763   249.277171
5.190658   245.399878
5.198553   243.024719
5.206447   240.601487
5.214342   238.145425
5.222237   234.296155
5.230132   231.155730
5.238026   230.389948
5.245921   229.597963
5.253816   229.141586
5.261711   228.113277
5.269605   227.690543
5.277500   227.505960
5.285395   227.400547
5.293289   227.673657
5.301184   228.447714
5.309079   229.786012
5.316974   244.408622
5.324868   243.612100
5.332763   246.973034
5.340658   253.092843
5.348553   259.602466
5.356447   265.790365
5.364342   271.830933
5.372237   278.251758
5.380132   284.374867
5.388026   290.617601
5.395921   297.196963
5.403816   303.973504
5.411711   309.034306
5.419605   315.159850
5.427500   321.898906
5.435395   327.696786
5.443289   330.181597
5.451184   333.424342
5.459079   335.660639
5.466974   344.493484
5.474868   350.443972
5.482763   356.548731
5.490658   359.797778
5.498553   361.933910
5.506447   368.953949
5.514342   --undefined--
5.522237   --undefined--
5.530132   --undefined--
5.538026   --undefined--
5.545921   --undefined--
5.553816   --undefined--
5.561711   --undefined--
5.569605   --undefined--
5.577500   --undefined--
5.585395   --undefined--
5.593289   --undefined--
5.601184   --undefined--
5.609079   --undefined--
5.616974   --undefined--
5.624868   --undefined--
5.632763   --undefined--
5.640658   --undefined--
5.648553   --undefined--
5.656447   --undefined--
5.664342   302.806603
5.672237   274.029012
5.680132   269.443366
5.688026   267.149878
5.695921   263.974191
5.703816   257.945842
5.711711   241.315791
5.719605   --undefined--
5.727500   --undefined--
5.735395   --undefined--
5.743289   --undefined--
5.751184   --undefined--
5.759079   --undefined--
5.766974   --undefined--
5.774868   --undefined--
5.782763   --undefined--
5.790658   --undefined--
5.798553   --undefined--
5.806447   --undefined--
5.814342   --undefined--
5.822237   --undefined--
5.830132   291.114848
5.838026   281.865916
5.845921   267.526500
5.853816   257.585983
5.861711   253.381983
5.869605   251.383277
5.877500   253.454693
5.885395   262.905048
5.893289   255.278626
5.901184   256.178868
5.909079   259.543768
5.916974   262.661855
5.924868   267.258005
5.932763   272.324537
5.940658   278.416998
5.948553   283.863036
5.956447   289.457292
5.964342   294.362636
5.972237   300.238272
5.980132   305.503476
5.988026   308.825012
5.995921   308.877327
6.003816   306.313059
6.011711   302.123858
6.019605   293.286268
6.027500   293.590690
6.035395   299.264375
6.043289   301.026606
6.051184   --undefined--
6.059079   --undefined--
6.066974   --undefined--
6.074868   --undefined--
6.082763   --undefined--
6.090658   --undefined--
6.098553   --undefined--
6.106447   --undefined--
6.114342   --undefined--
6.122237   --undefined--
6.130132   --undefined--
6.138026   --undefined--
6.145921   --undefined--
6.153816   --undefined--
6.161711   --undefined--
6.169605   309.021143
6.177500   296.608620
6.185395   285.084905
6.193289   272.179034
6.201184   261.595905
6.209079   254.259386
6.216974   249.288581
6.224868   248.214501
6.232763   244.431450
6.240658   239.067169
6.248553   235.991140
6.256447   235.596292
6.264342   235.241684
6.272237   235.357777
6.280132   236.505830
6.288026   252.582589
6.295921   --undefined--
6.303816   --undefined--
6.311711   --undefined--
6.319605   --undefined--
6.327500   --undefined--
6.335395   --undefined--
6.343289   --undefined--
6.351184   --undefined--
6.359079   --undefined--
6.366974   --undefined--
6.374868   --undefined--
6.382763   --undefined--
6.390658   --undefined--
6.398553   316.912274
6.406447   324.211541
6.414342   328.478313
6.422237   232.000803
6.430132   236.649946
6.438026   243.344166
6.445921   256.329942
6.453816   264.033970
6.461711   271.230159
6.469605   280.676559
6.477500   290.195212
6.485395   299.346076
6.493289   306.633089
6.501184   314.215050
6.509079   321.734471
6.516974   328.403037
6.524868   331.669236
6.532763   333.047865
6.540658   335.073380
6.548553   335.338404
6.556447   333.951936
6.564342   333.552084
6.572237   331.396019
6.580132   326.916769
6.588026   322.753344
6.595921   318.595006
6.603816   312.432919
6.611711   302.507285
6.619605   296.830646
6.627500   292.177871
6.635395   214.578879
6.643289   216.332181
6.651184   210.892444
6.659079   213.769530
6.666974   215.724607
6.674868   192.691963
6.682763   187.752762
6.690658   182.461280
6.698553   178.615650
6.706447   173.903272
6.714342   169.052711
6.722237   166.544632
6.730132   165.568870
6.738026   165.836491
6.745921   166.786192
6.753816   167.595674
6.761711   169.105468
6.769605   172.049967
6.777500   175.074118
6.785395   177.526440
6.793289   175.607114
6.801184   170.792567
6.809079   169.994908
6.816974   168.560404
6.824868   167.938339
6.832763   167.685064
6.840658   167.162377
6.848553   167.200168
6.856447   167.468073
6.864342   167.384172
6.872237   167.200290
6.880132   166.803439
6.888026   166.773458
6.895921   166.864941
6.903816   166.914314
6.911711   167.338427
6.919605   168.688034
6.927500   175.210909
6.935395   182.757095
6.943289   177.868878
6.951184   --undefined--
6.959079   --undefined--
6.966974   --undefined--
6.974868   --undefined--
6.982763   --undefined--
6.990658   --undefined--
6.998553   --undefined--
7.006447   --undefined--
7.014342   --undefined--
7.022237   --undefined--
7.030132   --undefined--
7.038026   --undefined--
7.045921   --undefined--
7.053816   --undefined--
7.061711   --undefined--
7.069605   --undefined--
7.077500   --undefined--
7.085395   --undefined--
7.093289   --undefined--
7.101184   --undefined--
7.109079   180.330869
7.116974   173.058357
7.124868   167.084812
7.132763   162.613491
7.140658   160.368770
7.148553   161.223920
7.156447   160.776594
7.164342   160.339963
7.172237   160.343535
7.180132   158.170982
7.188026   157.462222
7.195921   158.769682
7.203816   --undefined--
7.211711   --undefined--
7.219605   --undefined--
7.227500   --undefined--
7.235395   --undefined--
7.243289   --undefined--
7.251184   --undefined--
7.259079   --undefined--
7.266974   --undefined--
7.274868   --undefined--
7.282763   --undefined--
7.290658   --undefined--
7.298553   --undefined--
7.306447   --undefined--
7.314342   --undefined--
7.322237   --undefined--
7.330132   --undefined--
7.338026   --undefined--
7.345921   292.988426
7.353816   282.399541
7.361711   276.465864
7.369605   274.208471
7.377500   273.978570
7.385395   275.199147
7.393289   277.258251
7.401184   279.440479
7.409079   281.110128
7.416974   282.609615
7.424868   283.627153
7.432763   283.953078
7.440658   283.373540
7.448553   282.852996
7.456447   282.352676
7.464342   281.566032
7.472237   280.679982
7.480132   279.865634
7.488026   279.014718
7.495921   278.239418
7.503816   277.278974
7.511711   275.711306
7.519605   271.099206
7.527500   264.722628
7.535395   279.800417
7.543289   278.572450
7.551184   --undefined--
7.559079   --undefined--
7.566974   --undefined--
7.574868   --undefined--
7.582763   --undefined--
7.590658   --undefined--
7.598553   --undefined--
7.606447   --undefined--
7.614342   --undefined--
7.622237   --undefined--
7.630132   --undefined--
7.638026   --undefined--
7.645921   --undefined--
7.653816   --undefined--
7.661711   --undefined--
7.669605   --undefined--
7.677500   --undefined--
7.685395   --undefined--
7.693289   --undefined--
7.701184   --undefined--
7.709079   --undefined--
7.716974   --undefined--
7.724868   --undefined--
7.732763   --undefined--
7.740658   --undefined--
7.748553   --undefined--
7.756447   --undefined--
7.764342   --undefined--
7.772237   --undefined--
7.780132   --undefined--
7.788026   --undefined--
7.795921   --undefined--
7.803816   --undefined--
7.811711   --undefined--
7.819605   188.061814
7.827500   187.448656
7.835395   190.261852
7.843289   193.825186
7.851184   197.409177
7.859079   202.639997
7.866974   211.250155
7.874868   217.756070
7.882763   223.608783
7.890658   231.214505
7.898553   241.001603
7.906447   252.029765
7.914342   265.643474
7.922237   278.811334
7.930132   288.516533
7.938026   293.603247
7.945921   --undefined--
7.953816   --undefined--
7.961711   --undefined--
7.969605   --undefined--
7.977500   --undefined--
7.985395   --undefined--
7.993289   --undefined--
8.001184   --undefined--
8.009079   --undefined--
8.016974   --undefined--
8.024868   --undefined--
8.032763   332.740471
8.040658   309.959029
8.048553   302.849741
8.056447   293.967598
8.064342   286.219934
8.072237   272.257326
8.080132   261.775864
8.088026   251.732953
8.095921   237.744242
8.103816   227.277338
8.111711   229.838037
8.119605   --undefined--
8.127500   --undefined--
8.135395   --undefined--
8.143289   225.047287
8.151184   225.426547
8.159079   234.198349
8.166974   229.904352
8.174868   225.406159
8.182763   218.590596
8.190658   213.206913
8.198553   210.231526
8.206447   208.595164
8.214342   208.079538
8.222237   207.869022
8.230132   206.308921
8.238026   204.473012
8.245921   201.642844
8.253816   195.570466
8.261711   201.235312
8.269605   205.713066
8.277500   200.125652
8.285395   --undefined--
8.293289   --undefined--
8.301184   --undefined--
8.309079   --undefined--
8.316974   --undefined--
8.324868   --undefined--
8.332763   --undefined--
8.340658   241.647106
8.348553   232.608035
8.356447   227.484945
8.364342   222.314919
8.372237   217.098870
8.380132   211.735605
8.388026   205.537682
8.395921   197.511012
8.403816   182.831836
8.411711   173.958712
8.419605   --undefined--
8.427500   --undefined--
8.435395   --undefined--
8.443289   --undefined--
8.451184   --undefined--
8.459079   408.434089
8.466974   407.926401
8.474868   --undefined--
8.482763   --undefined--
8.490658   --undefined--
8.498553   --undefined--
8.506447   --undefined--
8.514342   --undefined--
8.522237   --undefined--
8.530132   --undefined--
8.538026   --undefined--
8.545921   --undefined--
8.553816   --undefined--
8.561711   --undefined--
8.569605   201.332194
8.577500   188.662749
8.585395   192.599487
8.593289   199.571872
8.601184   204.475661
8.609079   205.568786
8.616974   203.495023
8.624868   207.120263
8.632763   217.315079
8.640658   221.959971
8.648553   224.448333
8.656447   228.542858
8.664342   230.037911
8.672237   230.976887
8.680132   232.839515
8.688026   238.479431
8.695921   242.325569
8.703816   246.359971
8.711711   247.116940
8.719605   245.639400
8.727500   244.851230
8.735395   244.193567
8.743289   242.359044
8.751184   239.716312
8.759079   235.739358
8.766974   229.988646
8.774868   223.820594
8.782763   218.058015
8.790658   207.314998
8.798553   200.604790
8.806447   197.989577
8.814342   196.108490
8.822237   193.180723
8.830132   190.548767
8.838026   189.554707
8.845921   192.986390
8.853816   206.626462
8.861711   213.399057
8.869605   --undefined--
8.877500   --undefined--
8.885395   --undefined--
8.893289   --undefined--
8.901184   --undefined--
8.909079   --undefined--
8.916974   --undefined--
8.924868   --undefined--
8.932763   --undefined--
8.940658   --undefined--
8.948553   --undefined--
8.956447   --undefined--
8.964342   --undefined--
8.972237   --undefined--
8.980132   --undefined--
8.988026   --undefined--
8.995921   --undefined--
9.003816   --undefined--
9.011711   --undefined--
9.019605   --undefined--
9.027500   --undefined--
9.035395   --undefined--
9.043289   239.679976
9.051184   220.112449
9.059079   206.529563
9.066974   192.284236
9.074868   182.468104
9.082763   177.421153
9.090658   170.467122
9.098553   --undefined--
9.106447   --undefined--
9.114342   --undefined--
9.122237   --undefined--
9.130132   --undefined--
9.138026   --undefined--
9.145921   --undefined--
9.153816   171.693604
9.161711   158.706953
9.169605   149.958832
9.177500   144.046357
9.185395   140.687356
9.193289   139.404006
9.201184   137.672355
9.209079   137.017336
9.216974   134.873312
9.224868   132.286544
9.232763   130.219950
9.240658   127.445193
9.248553   --undefined--
9.256447   --undefined--
9.264342   --undefined--
9.272237   --undefined--
9.280132   --undefined--
9.288026   --undefined--
9.295921   --undefined--
9.303816   --undefined--
9.311711   --undefined--
9.319605   --undefined--
9.327500   --undefined--
9.335395   --undefined--
9.343289   --undefined--
9.351184   --undefined--
9.359079   --undefined--
9.366974   --undefined--
9.374868   186.023878
9.382763   183.626976
9.390658   186.487398
9.398553   191.327814
9.406447   196.506901
9.414342   202.003545
9.422237   206.696609
9.430132   210.008294
9.438026   225.692227
9.445921   236.538247
9.453816   246.943157
9.461711   257.206033
9.469605   267.697088
9.477500   276.734647
9.485395   285.855377
9.493289   294.725861
9.501184   302.693338
9.509079   312.628206
9.516974   318.437696
9.524868   318.718179
9.532763   --undefined--
9.540658   --undefined--
9.548553   --undefined--
9.556447   --undefined--
9.564342   --undefined--
9.572237   --undefined--
9.580132   --undefined--
9.588026   --undefined--
9.595921   --undefined--
9.603816   --undefined--
9.611711   --undefined--
9.619605   --undefined--
9.627500   --undefined--
9.635395   --undefined--
