Time_s   Intensity_dB
8.385750   42.394488
8.393750   43.169346
8.401750   43.807522
8.409750   44.462297
8.417750   45.286230
8.425750   45.658769
8.433750   45.366688
8.441750   44.574678
8.449750   43.608522
8.457750   42.545178
8.465750   41.257969
8.473750   40.422230
8.481750   40.007211
8.489750   41.354292
8.497750   42.791108
8.505750   43.298711
8.513750   43.422394
8.521750   43.602389
8.529750   44.146908
8.537750   44.871029
8.545750   45.554910
8.553750   45.214826
8.561750   44.871538
8.569750   45.569726
8.577750   47.804561
8.585750   52.040488
8.593750   55.889820
8.601750   58.403473
8.609750   59.045675
8.617750   58.140801
8.625750   56.975832
8.633750   56.624589
8.641750   56.883051
8.649750   57.466001
8.657750   57.974250
8.665750   57.469284
8.673750   55.334540
8.681750   51.813579
8.689750   47.919410
8.697750   45.260480
8.705750   44.101274
8.713750   43.551558
8.721750   43.647676
8.729750   43.932738
8.737750   44.538014
8.745750   45.379919
8.753750   45.536974
8.761750   45.006236
8.769750   44.464548
8.777750   44.463985
8.785750   45.289016
8.793750   46.005461
8.801750   46.076165
8.809750   46.544528
8.817750   48.032813
8.825750   49.786338
8.833750   51.067881
8.841750   51.667574
8.849750   51.902551
8.857750   54.083157
8.865750   58.447101
8.873750   61.770007
8.881750   64.064587
8.889750   65.623919
8.897750   66.311879
8.905750   66.274845
8.913750   66.339601
8.921750   66.809243
8.929750   67.377954
8.937750   68.227364
8.945750   68.938799
8.953750   69.236203
8.961750   69.352082
8.969750   69.406349
8.977750   69.295434
8.985750   69.325244
8.993750   69.716346
9.001750   70.025129
9.009750   70.257089
9.017750   70.470440
9.025750   70.561363
9.033750   70.510734
9.041750   70.491875
9.049750   70.582470
9.057750   70.673380
9.065750   70.635752
9.073750   70.404283
9.081750   70.199746
9.089750   70.296349
9.097750   70.625305
9.105750   71.103182
9.113750   71.738118
9.121750   71.522575
9.129750   69.454262
9.137750   66.193319
9.145750   63.172521
9.153750   59.731465
9.161750   57.076944
9.169750   56.764050
9.177750   56.328792
9.185750   55.188466
9.193750   56.020163
9.201750   58.648315
9.209750   60.973151
9.217750   62.340759
9.225750   62.633985
9.233750   63.067446
9.241750   63.481184
9.249750   62.793916
9.257750   60.798374
9.265750   57.560237
9.273750   53.864669
9.281750   51.188744
9.289750   49.905450
9.297750   51.114814
9.305750   52.434174
9.313750   52.333560
9.321750   51.264842
9.329750   50.384595
9.337750   50.296951
9.345750   50.678283
9.353750   51.316756
9.361750   51.872362
9.369750   52.049037
9.377750   51.384996
9.385750   49.556545
9.393750   46.980796
9.401750   45.734096
9.409750   45.666334
9.417750   45.302103
9.425750   45.107992
9.433750   44.812587
9.441750   44.313021
9.449750   44.603076
9.457750   45.461057
9.465750   45.596698
9.473750   48.768988
9.481750   54.478743
9.489750   57.552745
9.497750   57.423288
9.505750   54.474369
9.513750   50.810527
9.521750   50.213037
9.529750   52.624214
9.537750   56.006530
9.545750   58.130824
9.553750   58.695690
9.561750   58.645426
9.569750   58.563778
9.577750   58.106559
9.585750   56.728805
9.593750   54.893846
9.601750   53.486733
9.609750   52.487515
9.617750   52.572281
9.625750   53.276944
9.633750   53.751354
9.641750   54.366913
9.649750   55.923958
9.657750   57.743308
